texto,nivel
Por ejemplo: pensamos que es importante completar las normas de la lectura fácil sobre las imágenes Por ejemplo: Cómo elegirlas en bancos de imágenes Cómo diseñarlas.,1
Dónde ponerlas Cómo hacer buenos pies de foto Qué ocurre cuando una imagen depende de un texto para explicarla Qué ocurre cuando un texto depende de una imagen para explicarlo.,1
Cómo y cuándo señalar en una imagen algo en lo que queremos que las personas se fijen Cuidar el orden de la lectura cuando un documento incluye imágenes y texto.,1
Es muy importante trabajar con muchos ejemplos concretos y dar ideas según cada ejemplo También hay que estudiar y mejorar la validación de las imágenes.,1
"Otros temas para investigar otros formatos: Infografías Es decir, cuando la imagen es parte de un documento con texto, flechas y cuadros Mapas y planos.",1
Las federaciones de Plena inclusión adaptan la formación en accesibilidad cognitiva y lectura fácil a cursos online El coronavirus ha hecho que muchas actividades se hagan por internet y no en persona Un ejemplo de esto es la formación.,1
"Las federaciones de Plena inclusión también han cambiado sus cursos para hacerlos por internet En esta noticia, hacemos una lista de cursos que dan las federaciones por internet.",1
Los cursos tratan sobre: – La accesibilidad cognitiva Explica cómo hacer el mundo más fácil de entender Es buena para todas las personas Pero en especial para las personas con discapacidad intelectual.,1
Plena inclusión participa en la elaboración de una norma experimental de lectura fácil Varias organizaciones están preparando una norma La norma dirá cómo hacer la lectura fácil.,1
"La lectura fácil es una forma de escribir más sencilla de entender Algunas organizaciones que ayudan a hacer esta norma son: Plena inclusión España, Madrid, Aragón y Canarias.",1
"También organizaciones de mayores, universidades y el Ministerio de Cultura Plena inclusión usa la guía Información para todos para hacer la lectura fácil Pero esta guía se puede mejorar.",1
"Por ejemplo, la guía no explica cómo se hace la validación La norma sí explica cómo hacer la validación La validación de la lectura fácil consiste comprobar si el texto se entiende.",1
La validación la suelen hacer personas con discapacidad Algunas leyes dicen que se debe escribir de forma fácil de entender pero no explican cómo se hace.,1
"La nueva carrera a la Luna: el traductor automático de la lectura fácil La inteligencia artificial es la tecnología que responde de forma parecida a una persona Con esta tecnología, se podría hacer una aplicación para adaptar textos y que sean más fáciles de entender.",1
Sería un traductor automático de la lectura fácil Imagina que no entiendes la página web del ayuntamiento Pulsas un botón y muestra un texto más fácil de entender.,1
"Incluso podría tener botones por niveles: fácil o muy fácil, por ejemplo Ahora mismo las máquinas no saben hacer esto bien Son las personas las que hacen la lectura fácil.",1
"El problema es que son pocas personas las que saben adaptar textos a lectura fácil y hay que hacer fáciles de entender muchos documentos Cuando exista el traductor automático, habrá muchos libros, páginas web y documentos en lectura fácil.",1
Este traductor automático puede dar problemas: • Que solo sepa hacer una parte de la lectura fácil y no toda Por ejemplo: que sepa poner palabras sencillas pero no sepa resumir.,1
• Que quite el trabajo a las personas que hacen la lectura fácil Pensamos que siempre será importante contratar a personas expertas para tener resultados profesionales.,1
"En el Día del Libro, Plena inclusión España destaca el desarrollo histórico de la lectura fácil Hoy 23 de abril es el Día del Libro Este día, Plena inclusión recuerda que la lectura fácil es importante para hacer fáciles de entender los libros.",1
"Así, más personas con discapacidad intelectual podrán leer libros La lectura fácil es una forma de hacer libros más fáciles de entender La lectura fácil nació en Suecia en los años 60.",1
"Desde entonces, la lectura fácil ha tenido una larga historia Se hacen muchas actividades de lectura fácil Por ejemplo: – La web Planeta fácil con noticias y libros fáciles de entender.",1
– Investigar cómo leen las personas con discapacidad Lee un resumen de la investigación aquí – Plena inclusión Andalucía organiza una jornada fácil de lectura continuada.,1
– Plena inclusión Comunidad Valenciana lanza su campaña “¡Yo quiero leer ” para pedir más lectura fácil – Plena inclusión Madrid ha publicado una encuesta para conocer cuántos clubes de lectura fácil existen en la región.,1
Se publica en España la primera Ley en Lectura Fácil en un Boletín Oficial El Gobierno de Aragón y Plena inclusión Aragón han adaptado a lectura fácil la Ley de Derechos y Garantías de las Personas con Discapacidad en Aragón.,1
Esta Ley es la primera en España que sale publicada en lectura fácil en un Boletín Oficial Estos Boletines son los que dan vigencia a la Ley.,1
Esto quiere decir que hasta que no salen en el boletín oficial la Ley no es válida En Plena inclusión Aragón se alegran mucho de que el Gobierno aragonés haya publicado esta Ley en lectura fácil.,1
"Así está cumpliendo la propia Ley de Derechos de las personas con discapacidad de Aragón, que dice que hay que favorecer la igualdad de oportunidades.",1
¿Cómo conseguir con la lectura fácil tener la sensación de leer un libro del siglo 17 Plena inclusión ha adaptado a lectura fácil un libro muy antiguo: del siglo 17.,1
"El libro es «Desengaños amorosos» de María Zayas La lectura fácil es una forma de hacer documentos más fáciles de entender A menudo, en la lectura fácil hay que cambiar palabras difíciles por otras más fáciles.",1
"Por eso, los libros antiguos pueden parecer libros más modernos Plena inclusión ha hecho un gran esfuerzo para que al leer este libro tengas la sensación de leer un libro muy antiguo.",1
Por ejemplo: – Los dibujos y la decoración del libro se basan en el aspecto de la época – Algunas palabras de la época y la forma de hablar también se han dejado y explicado.,1
Inscríbete al curso sobre Accesibilidad Cognitiva y Lectura Fácil que organiza la UNED y Plena inclusión España La Lectura Fácil es una técnica que se aprende La Lectura Fácil es una técnica que se aprende.,1
"Plena inclusión España y la Universidad Nacional de Educación a Distancia, que se llama UNED, organizan una nueva edición del curso universitario de experta y experto en accesibilidad cognitiva, Lectura Fácil y otros recursos.",1
El curso se hará desde el 1 de diciembre de 2025 hasta el 21 de junio de 2026 El plazo de inscripción se acaba el 20 de noviembre.,1
"Cómo es el curso El curso se hace por internet Tiene acreditación universitaria, es decir, vale como formación oficial Está pensado para personas que quieren aprender a adaptar textos a Lectura Fácil y crear entornos más accesibles para todas las personas.",1
"Participación de Plena inclusión Plena inclusión España participa en la creación de los materiales del curso y también en las clases Aporta su gran experiencia en accesibilidad cognitiva y en Lectura Fácil, porque lleva muchos años trabajando en este ámbito.",1
"A quién va dirigido El curso está pensado para personas que quieren mejorar su formación en la adaptación de textos a Lectura Fácil No hace falta tener una titulación universitaria, pero sí se recomienda tener una formación básica o experiencia en temas relacionados con el curso.",1
"Qué se aprende El curso tiene 4 módulos da 16 créditos y dura 400 horas Durante el curso se aprenderá: Los principios básicos de la accesibilidad cognitiva, el diseño universal y la comprensión lectora.",1
El proceso completo para adaptar y validar textos en Lectura Fácil con una metodología participativa Los diferentes ámbitos donde se puede aplicar la accesibilidad cognitiva y la Lectura Fácil.,1
"Y un proyecto final, en el que cada estudiante pondrá en práctica lo aprendido en un caso real Más información e inscripción Puedes apuntarte hasta el 20 de noviembre de 2025, o hasta que se llenen las plazas.",1
"-DANIELA PIRATA- EN UN MAR MUY LEJANO navegaba el Caimán Negro, el barco pirata más temible de todos LOS TIEMPOS Todas las EMBARCACIONES planeaban sus rutas para no cruzárselo, y si algún marinero lo divisaba desde su CATALEJO, daba media vuelta y huía en sentido contrario.",2
"El capitán del CAIMAN NEGRO se llamaba OREJACORTADA Tanto él como sus fieros piratas eran famosos por sus escalofriantes andanzas En aquel mar tan lejano también navegaba DANIELA, a bordo de la ARAÑA SALTARINA, su pequeño velero.",2
"A pesar de las horribles leyendas que se contaban, ella buscaba aquel TERRORÍFICO BARCO Y es que había algo que deseaba con todas sus fuerzas: ¡Daniela quería ser PIRATA en el CAIMAN NEGRO.",2
"Un día, después de muchos soles y muchas lunas BUSCANDOLO, LO ENCONTRÓ -¡Mi nombre es Daniela y QUIERO SER PIRATA en este barco NINA, ¿dices que quieres formar parte de nuestra tripulación.",2
"-preguntó Orejacortada, sorprendido - ¡Así es -contestó Daniela con decisión Los piratas estallaron en RISAS El Capitán se agrupó con sus HOMBRES Tras varios minutos de discusión, Orejacortada habló: -Para ser pirata en el Caimán Negro se deben superar una serie de PRUEBAS.",2
"-¿Cuáles IHARE LO QUE SEA -dijo Daniela muy convencida -La PRIMERA PRUEBA para ser pirata es capturar peces a manos llenas Niña, ¿TÚ SABES PESCAR.",2
"DANIELA SE LANZO AL MAR DE CABEZA Cuando regresó, los piratas se quedaron ALUCINADOS -AQUÍ TRAIGO varios bacalaos, kilos de langostinos, tres calamares gigantes y una mantarraya.",2
"-No está mal -reconoció Orejacortada- La SEGUNDA PRUEBA para ser pirata es demostrar la fortaleza de un roble Niña, ¿TÚ ERES FUERTE Daniela cargó a su espalda el pesado arcón de los tesoros y comenzó a FLEXIONAR LAS PIERNAS.",2
"Los piratas la observaban estupefactos -¡Una, dos ¡Diez sentadillas ¡Veinte ¡Cincuenta ICIEN SENTADILLAS -La TERCERA PRUEBA para ser pirata es correr a la velocidad del trueno.",2
"Niña, ¿TÚ ERES RÁPIDA Daniela CORRIÓ COMO UNA FLECHA por la cubierta A los pocos segundos se detuvo nuevamente ante los asombrados piratas -¡Mira Te traigo el parche del tuerto, una pluma del loro y una moneda de oro.",2
Fui TAN RÁPIDA que nadie se dio cuenta -DEVUELVEME MI MONEDA -se molestó Orejacortada- La CUARTA PRUEBA para ser pirata es ser sigiloso como las serpientes.,2
"Niña, TÚ ERES SILENCIOSA Daniela partió con su velero A la mañana siguiente apareció, sonriente, con un MANOJO DE PELO entre los dedos Los piratas se frotaron los ojos, incrédulos.",2
"-Un mechón del HORRIBLE OSO que estaba hibernando en su cueva Se lo he cortado sin despertarlo -Déjame ver -lo examinó Orejacortada, atónito -La QUINTA PRUEBA para ser pirata es demostrar no tener miedo a nada.",2
"Niña, ¿TÚ ERES VALIENTE Daniela se tiró a la FOSA DE LOS COCODRILOS Al ver su osadía, los reptiles se quedaron paralizados Los piratas comenzaron a mirarla con ADMIRACION.",2
"-La LLAVE OXIDADA del fondo de la fosa Apuesto a que llevaba meses, quizás años, esperando a que algún valiente la recuperara -Trae la llave -se la quitó el capitán, comenzando a desesperar-.",2
"La SEXTA PRUEBA para ser pirata es preparar una buena sopa Niña, ¿TÚ SABES COCINAR Daniela juntó los ingredientes MÁS SABROSOS: tela de araña, escupitajo de rana, lágrimas de cocodrilo, coco podrido.",2
"y cocinó una SUCULENTA SOPA -iLa sopa más asquerosa de los siete mares -dijo Daniela -Puaaaj maravillosamente repugnante -se relamió Orejacortada-, pero la PRUEBA MAS IMPORTANTE para ser pirata es encontrar tesoros perdidos.",2
"Niña, ¿TÚ SABES LEER ESTE MAPA Daniela ESTUDIÓ el mapa del tesoro que los piratas llevaban meses buscando y zarpó a bordo de la Araña Saltarina.",2
"Dos días después, regresó con el botín Se trataba de un GRAN COFRE repleto de valiosas joyas y monedas de oro Los piratas no daban crédito a lo que veían sus ojos.",2
"Estaban tan contentos cargaron a Daniela sobre sus hombros mientras VITOREABAN -Ejem Hay que reconocer que has superado todas las pruebas -murmuró el Capitán- Pero no, NO PUEDES SER PIRATA en nuestro barco.",2
"-¿Cómo ¿POR QUÉ sé PESCAR a manos llenas, soy FUERTE como un roble, VELOZ como el trueno, SIGILOSA como las serpientes, VALIENTE, COCINO fatal y puedo encontrar TESOROS perdidos.",2
¡TENGO TODO LO QUE HAY QUE TENER -Es muy simple --dijo Orejacortada- Te falta un requisito imprescindible No puedes ser pirata porque ERES CHICA y en este barco solo admitimos a CHICOS.,2
"Es una regla del Caimán Negro Ante aquella barbaridad que acababa de escuchar, DANIELA SE QUEDÓ SIN HABLA Y si no fuera porque le costaba mucho llorar, lo hubiera hecho a mares.",2
